"sPartida","sNoCotizacion","iConsecutivo","tTipoAparato","iNumFases","iFrecuencia","tTipoArreglo","sCliente","tTipoOptimizador","dRelTransformacion","bLlevaTerciario","IDevCercano","IVoltDefPor","DVoltSistGen","dVoltajeSistAT","dVoltajeSistATInterfaz","dVoltajePrefallaRL","bTerciarioExt","bTerciarioCargado","tNormaGar","iLlevaSerie","MSNM","dZry","dZsh","dZsx","dZsy","dZts","iLlevaSopApartarrayos","tTipoNucleoSolicitado","dRuido0","dRuido1","dRuido2","Terciario.tTipoDev","Terciario.tTipoConexion","Terciario.dVoltajeLinea","Terciario.iBilesSup","Terciario.iBilesMed","Terciario.iBilesInf","Terciario.MVA0","Terciario.MVA1","Terciario.MVA2","Terciario.MVA3","Terciario.MVA4","Terciario.MVA5","Terciario.dLimMinDensCorr","Terciario.dLimMaxDensCorr","Terciario.tTipoCond","Terciario.tTipoBobinaFija","Terciario.bLlevaCambiador","Terciario.bCtcPerforado","Terciario.Cambiador.tCambiador","Terciario.Cambiador.iNumPasos","Terciario.Cambiador.dPorcArriba","Terciario.Cambiador.dPorcAbajo","Terciario.Cambiador.bCapReducida","Terciario.Cambiador.dRelSerie","Terciario.Cambiador.tMarcaCambiador","Terciario.Cambiador.tTipoLR","Terciario.Cambiador.tTipoCambiador","Terciario.Cambiador.bCircExtra","Enfriamiento.bLlevaSobrecarga","Enfriamiento.iNumPasosEnfto","Enfriamiento.t_TipoEnftoP1","Enfriamiento.t_TipoEnftoP2","Enfriamiento.t_TipoEnftoP3","Enfriamiento.i_ElevTempP1","Enfriamiento.i_ElevTempP2","Enfriamiento.i_ElevTempP3","Enfriamiento.i_ElevTempP4","Enfriamiento.i_ElevTempP5","Enfriamiento.bLlevaConservador","Enfriamiento.i_HSRElev1","Enfriamiento.i_HSRElev2","Enfriamiento.i_HSRElev3","Enfriamiento.i_HSRElev4","Enfriamiento.i_HSRElev5","Enfriamiento.i_TORElev1","Enfriamiento.i_TORElev2","Enfriamiento.i_TORElev3","Enfriamiento.i_TORElev4","Enfriamiento.i_TORElev5","Enfriamiento.iCFM","Enfriamiento.tTipoRadiador","Garantias.dCapPerd","Garantias.dPerdCu","Garantias.dPerdCuInterfaz","Garantias.dPerdFe","Garantias.dPerdTot","Garantias.dCapImp","Garantias.dImpHX","Garantias.dEvPerdCu","Garantias.dEvPerdFe","Garantias.dDensFlujoGar","Garantias.dCapEficReg","Garantias.dCapExcitacion","Garantias.dPorcExcitacionGar","Garantias.dFactorPotGar","Garantias.dVoltMaxSinCarga","Garantias.dVoltMaxCarga","Garantias.dTemperatura","Garantias.dPorcEficGar","Garantias.dDilFasesInfCap1Grupo1","Garantias.dDilFasesMedCap1Grupo1","Garantias.dDilFasesSupCap1Grupo1","Configurables.bFreeBuckling","Configurables.iUsarColectores","Configurables.bNucleo3PAchatado","Configurables.bUsarDosCapas","Configurables.iAparatoFIT","Configurables.iAparatoGS","Configurables.bOptimizarConCosto","Configurables.bUsarGyC","Configurables.iDiamNucleoGyC","Configurables.dDenFlujoGyC","Configurables.dDenCorrBTGyC","Configurables.dDenCorrATGyC","Configurables.dPotencialAplicadoAT","Configurables.dPotencialAplicadoBT","Configurables.dImpulsoManiobraAT","Nucleo.dDiamNucleoMin","Nucleo.dDiamNucleoMax","Nucleo.dDensFlujoMin","Nucleo.dDensFlujoMax","Nucleo.tTipoNucleo","Nucleo.tTipoLamina","Nucleo.bOpcionLamina0","Nucleo.bOpcionLamina1","Nucleo.bOpcionLamina2","Nucleo.bOpcionLamina3","SobreCarga.bCalculaSC","SobreCarga.iDuracionPrueba","Tanque.iSegGarganta","Tanque.iSegENA","Tanque.iSegCBC","Tanque.iSegCSC","Tanque.iSegTorretasAT","Tanque.iSegGabinete","Tanque.iSegConservador","Tanque.iBloqSegmento1","Tanque.iBloqSegmento2","Tanque.iBloqSegmento3","Tanque.iBloqSegmento4","BoquillaAT.dAltColaBoq","BoquillaAT.dDiamExtColaBoqTCs","BoquillaAT.sDescripcionBoq","BoquillaAT.sNoArticulo","BoquillaAT.dDiamExtBrida","BoquillaAT.dDiamDeflSupBoq","BoquillaAT.dLargoColaBoq","BoquillaAT.dDiamColaTCS","BoquillaAT.dDiametroColaInf","BoquillaAT.dDiamExtDisco","BoquillaAT.dDiamExtDiscoDL","BoquillaAT.dEspDiscoDL","BoquillaAT.dDiamCampanaMax","BoquillaAT.dDiamDeflInf","BoquillaAT.dDiamMaxColaBoq","BoquillaAT.dLongBoqNMA","BoquillaAT.dLargoSuperior","BoquillaAT.iLlevaDeflector","BoquillaAT.dAlturaDef","BoquillaAT.dDrawLeadPin","BoquillaAT.dNivelAceite","BoquillaAT.iUbicacion"
"A",226694,5,"2","3","60",16,"NORTHWESTERN",2,1,"0",NA,NA,NA,69,69,105,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",65,68,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","0",78,73,0,0,0,63,57,0,0,0,"7400","2","5",0,0,0,0,5,7,2132,10202,17273,"5","5",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.68,"30",10,"0","0","1","0",NA,NA,0,"1","0","4","0","1","0",NA,NA,NA,NA,0,0,"069Z0412AN","PF778",280,176,953,NA,NA,NA,NA,NA,207,38.1,147,NA,NA,NA,NA,NA,NA,NA
"A",226694,6,"2","3","60",18,"NORTHWESTERN",2,1,"0",NA,NA,NA,161,161,105,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",73,75,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",78,78,78,0,0,63,63,63,0,0,"7400","2","15",0,0,0,0,15,7,2132,10202,17273,"15","15",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.68,"30",10,"0","0","1","0",NA,NA,0,"1","2","4","0","1","0",NA,NA,NA,NA,0,0,"POC750G0800S","PO79",450,267,1276,NA,NA,NA,NA,NA,286,165,225,NA,NA,NA,NA,NA,NA,NA
"A",226694,7,"2","3","60",16,"NORTHWESTERN ENERGY",2,1,"0",NA,NA,NA,50.5,50.5,105,"0","0","0","0",2438,0,0,0,"1,00E+09",0,"0","30",65,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",1,"6","-1","-1","65","-1","-1","-1","-1","0",78,0,0,0,0,63,0,0,0,0,"7400","2","5",0,0,0,0,5,7,2132,10202,17273,"5","5",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.68,"30",10,"0","0","1","0",NA,NA,0,"1","0","4","0","1","0",NA,NA,NA,NA,0,0,"069Z0412AN","PF778",280,176,953,NA,NA,NA,NA,NA,207,38.1,147,NA,NA,NA,NA,NA,NA,NA
"A",226714,1,"2","3","60",17,"TRASUESA",1,1,"0",NA,NA,NA,230,230,100,"0","0","3","0",2500,0,0,0,"1,00E+09",0,"0","30",76,78,79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","7","55","56","-1","-1","-1","1",55,55,70,0,0,45,45,55,0,0,"7400","2","60",0,0,0,0,60,10.5,0,0,17273,"60","60",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","2",NA,NA,NA,NA,0,0,"GOE 1300-1150-2500-0.6-G","PJ579",480,500,1335,NA,NA,NA,NA,NA,495,258,350,NA,NA,NA,NA,NA,NA,NA
"A",226722,1,"2","3","60",18,"GRAYBAR",2,1,"0",NA,NA,NA,69,69,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",71,73,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,0,65,65,65,65,0,"7400","2","16.8",62.34,62.34,15.39,0,16.8,7.5,1686,4161,17273,"16.8","16.8",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.67,1.73,"30",9,"1","0","1","0",NA,NA,1,"1","2","4","0","1","0",NA,NA,NA,NA,0,0,"069N0412AA","PK821",280,62,952,NA,NA,NA,NA,NA,188,0,120,NA,NA,NA,NA,NA,NA,NA
"A",226725,1,"2","3","60",7,"GEXPRO",1,1,"1",NA,NA,NA,161,161,100,"1","1","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,12.47,110,110,110,9,12,15,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","0",70,70,70,80,0,55,55,55,65,0,"7400","2","35.5",0,0,0,0,35.5,8,0,0,17273,"35.5","35.5",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"161W0800AA","EJ69",464,368,1289,NA,NA,NA,NA,NA,336,165,289,NA,NA,NA,NA,NA,NA,NA
"A",226726,1,"2","3","60",18,"AVANGRID RENEWABLES",2,1,"0",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",65,65,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","55","55","56","-1","-1","1",70,70,70,80,0,55,55,55,65,0,"7400","2","60",0,0,0,0,60,9,2500,5100,17273,"60","60",0,0.8,1.1,1.05,75,0,NA,NA,NA,"1","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","2","4","0","1","2",NA,NA,NA,NA,0,0,"138Z0800AA","PF746",425,214,1198,NA,NA,NA,NA,NA,278,165,203,NA,NA,NA,NA,NA,NA,NA
"A",226729,1,"2","3","60",16,"DUKE ENERGY",2,1,"0",NA,NA,NA,101.25,101.25,110,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,80,65,65,65,65,65,"7400","2","13.2",0,0,0,0,13.2,8.5,0,0,17273,"13.2","13.2",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"4","0","4","0","1","0",NA,NA,NA,NA,0,0,"115W0800AA","ED70",426,215,1103,NA,NA,NA,NA,NA,276,165,203,NA,NA,NA,NA,NA,NA,NA
"A",226729,2,"2","3","60",16,"DUKE ENERGY",2,1,"0",NA,NA,NA,101.25,101.25,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,80,65,65,65,65,65,"7400","2","22.4",0,0,0,0,22.4,8.5,0,0,17273,"22.4","22.4",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"4","0","4","0","1","0",NA,NA,NA,NA,0,0,"115W0800AA","ED70",426,215,1103,NA,NA,NA,NA,NA,276,165,203,NA,NA,NA,NA,NA,NA,NA
"A",226732,1,"2","3","60",17,"ARTECHE",1,1,"0",NA,NA,NA,230,230,100,"0","0","2","0",2200,0,0,0,"1,00E+09",0,"0","30",81,83,84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",68,68,68,0,0,50,50,50,0,0,"7400","2","75",181,181,61,0,75,7.5,0,0,17273,"75","75",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","2",NA,NA,NA,NA,0,0,"230W0800UT","KV50",597,368,1429,NA,NA,NA,NA,NA,432,254,429,NA,NA,NA,NA,NA,NA,NA
"A",226752,1,"2","3","60",18,"AMEREN",2,1,"0",NA,NA,NA,161,161,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",65,67,68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,0,65,65,65,65,0,"5250","2","33.6",0,0,0,0,33.6,10,1742,7050,17273,"33.6","33.6",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"4","2","4","0","4","0",NA,NA,NA,NA,0,0,"161W0800AA","EJ69",464,368,1289,NA,NA,NA,NA,NA,336,165,289,NA,NA,NA,NA,NA,NA,NA
"A",226769,1,"2","3","60",7,"DASHIELL",1,1,"1",NA,NA,NA,230,230,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",84,86,87,0,5,13.8,110,110,110,46.73,63,77.88,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","133.5",0,0,0,0,133.5,9,0,0,17273,"133.5","133.5",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"POC900G0800CPS","E108",584,267,1537,NA,NA,NA,NA,NA,316,267,257,NA,NA,NA,NA,NA,NA,NA
"B",226769,1,"2","3","60",3,"DASHIELL",1,1,"1",NA,NA,NA,230,230,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",84,86,87,0,5,13.8,110,110,110,46.73,63,77.88,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,0,65,65,65,65,0,"8500","2","133.5",0,0,0,0,133.5,9,0,0,17273,"133.5","133.5",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"4","2","0","0","4","2",NA,NA,NA,NA,0,0,"POC900G0800CPS","E108",584,267,1537,NA,NA,NA,NA,NA,316,267,257,NA,NA,NA,NA,NA,NA,NA
"A",226771,1,"2","3","60",7,"DASHIELL",1,1,"1",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",77,79,80,0,5,13.2,110,110,110,16.53,22.03,27.54,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,0,65,65,65,65,0,"7400","2","47.22",0,0,0,0,47.22,8.5,0,0,17273,"47.22","47.22",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",2,"0","1","0","0",NA,NA,0,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"POC550G0800S","HQ86",387,235,1092,NA,NA,NA,NA,NA,279,165,187,NA,NA,NA,NA,NA,NA,NA
"A",226780,1,"2","3","60",19,"DOMINION VIRGINA POWER",1,1,"0",NA,NA,NA,230,230,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","50.4",0,0,0,0,50.4,10.5,2777.78,3700,17273,"50.4","50.4",0,0.8,1.1,1.05,85,0,NA,NA,NA,"1","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,848,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"0","2","0","0","1","4",NA,NA,NA,NA,0,0,"POC900G0800CPS","E108",584,267,1537,NA,NA,NA,NA,NA,316,267,257,NA,NA,NA,NA,NA,NA,NA
"A",226785,1,"2","3","60",3,"ENGIE EOLICA",1,1,"1",NA,NA,NA,115,115,100,"0","0","0","0",2050,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,34.5,200,200,200,5,6.25,7.5,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","55","55","55","-1","-1","1",70,70,70,0,80,55,55,55,0,65,"7400","2","90",0,0,0,0,90,7.5,0,0,17273,"90","90",0,0.8,1.1,1.05,75,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","2",NA,NA,NA,NA,0,0,"ETA-126/1250-4","PJ846",400,270,900,NA,NA,NA,NA,NA,360,141,141,NA,NA,NA,NA,NA,NA,NA
"A",226795,1,"2","3","60",16,"KIEWIT INDUSTRIAL",1,1,"0",NA,NA,NA,230,230,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","38",0,0,0,0,38,9,0,0,17273,"38","38",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"4","0","4","0","1","4",NA,NA,NA,NA,0,0,"230Z0800AA","PK024",597,324,1525,NA,NA,NA,NA,NA,361,254,428,NA,NA,NA,NA,NA,NA,NA
"A",226801,1,"2","3","60",17,"VOLTAE",1,1,"0",NA,NA,NA,115,115,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",2,"6","7","-1","65","65","-1","-1","-1","1",80,80,0,0,80,65,65,0,0,65,"7400","2","86",0,0,0,0,86,9.5,0,0,17273,"86","86",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",1,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","2",NA,NA,NA,NA,0,0,"138Z0800XA","PF986",425,214,1199,NA,NA,NA,NA,NA,272,165,203,NA,NA,NA,NA,NA,NA,NA
"A",226809,1,"2","3","60",16,"AMERICAN ELECTRIC POWER",2,1,"0",NA,NA,NA,138,138,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","65","65","65","-1","-1","0",80,80,80,80,80,65,65,65,65,65,"7400","2","24",0,0,0,0,24,8.5,1483,5104,17273,"24","24",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","0",0,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,385,685,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"138Z0800AA","PF746",425,214,1198,NA,NA,NA,NA,NA,278,165,203,NA,NA,NA,NA,NA,NA,NA
"A",226836,1,"2","3","60",18,"ANADARKO PETROLEUM",2,4,"0",NA,NA,NA,115,115,100,"0","0","0","0",1500,0,0,0,"1,00E+09",0,"0","30",78,80,81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"6","7","7","55","55","56","-1","-1","0",70,70,70,80,0,55,55,55,65,0,"7400","2","60",0,0,0,0,60,9.5,1800,5800,17273,"60","60",0,0.8,1.1,1.05,75,0,NA,NA,NA,"1","-1",1,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",10,"0","0","1","0",NA,NA,0,"0","2","4","0","1","0",NA,NA,NA,NA,0,0,"POC650G0800S","HY99",413,235,1187,NA,NA,NA,NA,NA,295,165,203,NA,NA,NA,NA,NA,NA,NA
"A",226849,1,"1","3","60",12,"CEG",1,1,"1",NA,NA,NA,230,230,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,13.8,110,110,110,24,32,40,-1,-1,0,1.4,2.7,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","135",0,0,0,0,135,8,2000,5000,17273,"135","135",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","4",NA,NA,NA,NA,0,0,"230Z0800AA","PK024",597,324,1525,NA,NA,NA,NA,NA,361,254,428,NA,NA,NA,NA,NA,NA,NA
"A",226853,1,"2","3","60",3,"AVANGRID RENEWABLES",1,1,"1",NA,NA,NA,345,345,100,"1","1","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,13.2,110,110,110,34.7,46.2,57.8,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",76,76,76,80,0,61,61,61,65,0,"7400","2","99",0,0,0,0,99,9.5,2730,5610,1546,"99","99",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","2",NA,NA,NA,NA,0,0,"RTF 345-1175/2000 F KSI","PK429",597,365,1295,NA,NA,NA,NA,NA,479,165,300,NA,NA,NA,NA,NA,NA,NA
"A",226854,1,"2","3","60",3,"AVANGRID RENEWABLES",1,1,"1",NA,NA,NA,345,345,100,"0","0","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,13.2,110,110,110,23.1,30.8,38.5,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","66",0,0,0,0,66,9.5,0,0,1546,"66","66",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,0,"0","2","0","0","1","2",NA,NA,NA,NA,0,0,"RTF 345-1175/2000 F KSI","PK429",597,365,1295,NA,NA,NA,NA,NA,479,165,300,NA,NA,NA,NA,NA,NA,NA
"A",226859,1,"2","3","60",17,"GE ENERGY",1,1,"0",NA,NA,NA,25,25,100,"0","0","1","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0",3,"12","13","13","65","65","65","-1","-1","0",80,80,80,0,0,65,65,65,0,0,"7400","2","12",0,0,0,0,12,6.5,0,0,17273,"12","12",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",1,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","0","0",NA,NA,1,"0","0","4","0","1","0",NA,NA,NA,NA,0,0,"025T0120HD","PJ916",298,168,478,NA,NA,NA,NA,NA,235,38.1,149,NA,NA,NA,NA,NA,NA,NA
"A",226861,1,"1","3","60",10,"DUKE ENERGY",1,1,"1",NA,NA,NA,138,138,100,"1","1","0","0",1000,0,0,0,"1,00E+09",0,"0","30",0,0,0,0,5,13.8,150,150,150,10.5,14,17.5,-1,-1,0,1.4,0,-1,-1,"0",1,"0",0,0,0,0,1,"-1","-1","-1","0","0",3,"6","7","7","65","65","65","-1","-1","1",80,80,80,80,80,65,65,65,65,65,"7400","2","60",0,0,0,0,60,7.5,2800,5600,17273,"60","60",0,0.8,1.1,1.05,85,0,NA,NA,NA,"0","-1",0,"0",NA,NA,"0",0,0,0,0,0,NA,NA,NA,0,0,1.4,1.727,"30",9,"1","0","1","0",NA,NA,0,"0","0","4","0","1","2",NA,NA,NA,NA,0,0,"115W1216AK","HK34",400,228,1092,NA,NA,NA,NA,NA,311,192,244,NA,NA,NA,NA,NA,NA,NA
